order_exe_time_millis,trade_count
276,0
276,0
276,0
276,0
276,0
276,0
276,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
277,0
278,0
278,0
278,0
278,0
278,0
278,0
278,0
278,0
278,0
278,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
279,0
334,0
334,0
334,0
334,0
334,0
334,0
334,0
334,0
335,0
335,0
335,0
335,0
335,0
335,0
335,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
339,0
340,0
341,0
341,0
344,0
344,0
344,0
344,0
344,0
344,0
344,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
345,0
347,0
347,0
347,0
348,0
348,0
347,0
347,0
347,0
347,0
347,0
347,0
348,0
348,0
348,0
348,0
348,0
348,0
348,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
349,0
350,0
350,0
350,0
350,0
350,0
350,0
350,0
350,0
350,0
351,0
352,0
352,0
352,0
352,0
352,0
352,0
352,0
352,0
352,0
352,0
352,0
353,0
353,0
353,0
353,0
353,0
353,0
353,0
353,0
353,0
354,0
353,0
353,0
353,0
354,0
354,0
354,0
354,0
354,0
354,0
354,0
354,0
356,0
356,0
356,0
356,0
356,0
356,0
357,0
357,0
357,0
357,0
357,0
357,0
357,0
358,0
358,0
358,0
357,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
357,0
357,0
357,0
357,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
358,0
356,0
357,0
357,0
357,0
357,0
355,0
355,0
355,0
355,0
355,0
355,0
356,0
356,0
356,0
356,0
356,0
356,0
356,0
355,0
355,0
354,0
354,0
353,0
353,0
351,0
352,0
350,0
350,0
349,0
349,0
348,0
348,0
347,0
347,0
346,0
346,0
346,0
345,0
345,0
344,0
344,0
344,0
344,0
344,0
344,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
343,0
43,0
68,0
68,0
67,0
67,0
66,0
66,0
66,0
66,0
65,0
64,0
63,0
63,0
63,0
61,0
61,0
60,0
60,0
60,0
59,0
59,0
58,0
57,0
57,0
67,0
67,0
67,0
66,0
65,0
65,0
65,0
65,0
65,0
64,0
61,0
57,0
57,0
54,0
53,0
50,0
50,0
45,0
12,0
35,0
35,0
35,0
35,0
35,0
35,0
35,0
34,0
34,0
34,0
35,0
35,0
35,0
35,0
35,0
47,0
47,0
47,0
47,0
47,0
47,0
47,0
46,0
45,0
45,0
44,0
44,0
43,0
42,0
41,0
41,0
41,0
40,0
53,0
53,0
52,0
52,0
51,0
51,0
51,0
50,0
49,0
49,0
48,0
47,0
47,0
46,0
46,0
46,0
342,0
342,0
342,0
342,0
342,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
341,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
340,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
339,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
338,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
337,0
336,0
337,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
336,0
335,0
335,0
335,0
335,0
335,0
335,0
335,0
335,0
335,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
48,0
49,0
49,0
41,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
66,0
66,0
66,0
66,0
66,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
67,0
68,0
68,0
51,0
51,0
96,0
343,0
343,0
342,0
342,0
342,0
342,0
201,0
201,0
201,0
201,0
164,0
114,0
93,0
77,0
7,0
19,0
27,0
26,0
12,0
12,0
173,0
174,0
200,0
200,0
200,0
201,0
201,0
201,0
201,0
64,0
65,0
66,0
80,0
82,0
82,0
90,0
173,0
174,0
199,0
199,0
199,0
199,0
199,0
199,0
199,0
200,0
200,0
77,0
37,0
6,0
5,0
35,0
36,0
5,0
10,0
11,0
9,0
5,0
8,0
5,0
10,0
4,0
5,0
4,0
7,0
4,0
9,0
4,0
4,0
6,0
4,0
4,0
9,0
4,0
4,0
5,0
4,0
38,2
4,0
11,0
12,0
10,0
12,1
21,0
32,0
5,0
7,0
6,0
5,0
24,2
25,0
5,0
6,0
5,0
18,0
20,0
4,0
4,0
4,0
6,0
4,0
10,0
4,0
4,0
4,0
13,2
20,2
20,0
6,0
5,0
5,0
11,1
5,0
10,0
5,0
5,0
5,0
6,0
7,0
10,0
8,0
9,0
5,0
5,0
7,0
10,0
5,0
4,0
5,0
4,0
6,0
5,0
4,0
4,0
4,0
8,0
10,0
12,0
5,0
5,0
4,0
11,0
13,0
5,0
4,0
5,0
5,0
6,0
10,0
5,0
4,0
7,0
5,0
4,0
14,0
5,0
6,0
5,0
4,0
6,0
10,0
4,0
5,0
5,0
8,0
4,0
9,0
4,0
12,1
4,0
6,0
8,0
11,0
6,1
5,0
4,0
7,0
10,0
8,0
4,0
4,0
6,0
4,0
11,0
5,0
5,0
9,0
5,0
6,0
10,0
6,0
4,0
15,3
15,0
4,0
10,0
4,0
4,0
5,0
16,1
6,0
10,0
5,0
4,0
4,0
4,0
6,0
18,1
5,0
7,0
4,0
6,0
7,0
10,0
5,0
5,0
4,0
4,0
7,0
5,0
4,0
7,0
5,0
7,0
10,0
4,0
4,0
4,0
6,0
11,1
12,0
10,0
5,0
5,0
6,0
9,0
4,0
9,0
5,0
4,0
7,0
4,0
4,0
9,0
4,0
5,0
5,0
4,0
4,0
10,0
5,0
8,0
7,0
5,0
5,0
10,0
4,0
7,0
7,0
6,0
5,0
16,1
5,0
5,0
9,0
5,0
11,0
15,0
5,0
6,0
5,0
5,0
9,0
24,2
16,0
5,0
7,0
5,0
9,0
12,1
13,2
12,0
5,0
5,0
16,1
5,0
7,0
5,0
5,0
5,0
10,0
4,0
6,0
5,0
5,0
4,0
9,0
13,2
14,0
4,0
4,0
5,0
9,0
6,0
7,0
5,0
5,0
10,0
5,0
7,0
4,0
4,0
4,0
9,0
5,0
6,0
30,0
17,0
5,0
9,0
10,0
4,0
7,0
14,0
8,0
20,0
4,0
4,0
7,0
5,0
4,0
9,0
25,0
27,0
17,0
4,0
5,0
16,0
4,0
49,0
4,0
4,0
6,0
4,0
9,0
5,0
4,0
7,0
4,0
5,0
10,0
18,0
5,0
6,0
5,0
10,0
5,0
5,0
8,0
5,0
4,0
10,0
12,0
5,0
5,0
5,0
5,0
14,0
7,0
4,0
5,0
8,0
4,0
9,0
6,0
6,0
9,0
6,0
5,0
20,2
6,0
8,0
8,0
49,0
5,0
6,0
19,2
6,0
6,0
9,0
5,0
5,0
10,0
5,0
7,0
5,0
5,0
12,0
5,0
5,0
5,0
5,0
28,0
32,0
5,0
5,0
5,0
8,0
5,0
18,2
4,0
13,1
5,0
7,0
5,0
9,0
14,2
4,0
5,0
7,0
5,0
10,0
5,0
4,0
18,0
19,0
5,0
10,0
4,0
5,0
5,0
8,0
4,0
16,2
17,0
5,0
6,0
5,0
10,0
6,1
4,0
4,0
6,0
4,0
16,1
5,0
5,0
7,0
4,0
6,1
10,0
12,0
4,0
7,1
5,0
33,0
16,0
5,0
7,0
13,1
5,0
5,0
11,0
13,0
5,0
5,0
5,0
4,0
12,0
11,0
6,0
5,0
10,1
7,0
12,0
14,0
4,0
5,0
7,0
16,1
16,0
5,0
5,0
4,0
4,0
7,0
5,0
6,0
6,0
9,0
15,0
6,0
5,0
5,0
5,0
7,0
9,0
4,0
5,0
4,0
4,0
4,0
9,0
11,0
4,0
5,0
5,0
4,0
11,0
5,0
5,0
4,0
5,0
5,0
14,0
5,0
5,0
8,0
4,0
7,0
9,0
10,0
4,0
4,0
4,0
10,0
12,0
5,0
5,0
4,0
4,0
10,0
13,0
5,0
6,0
5,0
5,0
11,0
8,0
4,0
5,0
4,0
12,0
13,0
6,0
4,0
18,2
5,0
10,0
13,0
14,0
5,0
4,0
4,0
18,1
19,0
8,1
5,0
5,0
5,0
10,0
13,0
5,0
7,0
5,0
4,0
11,0
5,0
5,0
5,0
11,1
13,0
11,0
5,0
5,0
4,0
5,0
10,0
12,0
4,0
4,0
5,0
5,0
8,0
9,0
4,0
4,0
5,0
5,0
6,0
10,0
5,0
4,0
5,0
35,0
10,0
11,0
5,0
5,0
4,0
8,0
5,0
12,0
5,0
5,0
5,0
5,0
11,0
13,0
5,0
5,0
5,0
5,0
12,0
5,0
5,0
5,0
6,0
8,0
10,0
5,0
5,0
4,0
5,0
5,0
11,0
5,0
4,0
4,0
4,0
4,0
14,0
15,0
5,0
5,0
4,0
4,0
11,0
5,0
4,0
5,0
5,0
5,0
10,0
13,0
5,0
8,0
5,0
6,0
12,0
5,0
5,0
5,0
5,0
5,0
11,0
8,1
9,0
5,0
5,0
11,0
5,0
6,0
4,0
4,0
7,0
9,0
4,0
5,0
4,0
5,0
5,0
15,0
5,0
4,0
5,0
4,0
7,0
10,0
5,0
4,0
4,0
7,0
4,0
10,0
4,0
17,1
7,0
8,1
4,0
10,0
12,0
5,0
5,0
5,0
5,0
11,0
5,0
4,0
5,0
7,0
10,0
11,0
5,0
7,0
4,0
11,0
13,0
5,0
5,0
4,0
4,0
11,0
14,0
9,2
12,0
5,0
5,0
5,0
12,0
14,2
5,0
4,0
5,0
7,0
10,0
4,0
4,0
4,0
5,0
6,0
5,0
9,0
4,0
5,0
19,0
20,0
5,0
10,0
6,0
15,3
5,0
7,0
4,0
4,0
5,0
11,1
4,0
11,0
5,0
5,0
12,2
6,0
8,0
7,0
10,0
5,0
20,3
9,0
8,0
49,0
5,0
10,0
5,0
4,0
4,0
13,2
5,0
9,0
11,0
4,0
6,0
4,0
13,1
10,0
5,0
11,0
11,0
4,0
5,0
10,0
4,0
4,0
7,0
4,0
4,0
4,0
5,0
6,0
5,0
4,0
9,0
5,0
9,0
6,0
7,0
5,0
12,0
5,0
5,0
5,0
11,0
4,0
10,0
5,0
4,0
6,0
4,0
4,0
9,0
21,2
13,1
12,0
5,0
4,0
9,0
4,0
6,0
4,0
4,0
4,0
17,1
4,0
6,0
4,0
5,0
19,1
10,0
14,2
15,0
4,0
4,0
5,0
12,1
12,0
4,0
7,0
5,0
9,0
15,2
12,0
12,0
5,0
5,0
10,0
10,0
4,0
49,0
9,0
12,0
5,0
10,0
6,0
4,0
7,0
5,0
5,0
10,0
5,0
7,0
8,0
5,0
5,0
10,0
5,0
7,0
4,0
5,0
5,0
22,2
5,0
6,0
4,0
4,0
4,0
9,0
4,0
5,0
7,0
5,0
9,0
4,0
5,0
6,0
5,0
6,0
11,0
5,0
5,0
68,0
41,0
25,0
25,0
32,0
4,0
19,2
8,0
8,0
10,0
5,0
5,0
5,0
7,0
4,0
10,0
5,0
4,0
5,0
4,0
6,0
9,0
5,0
5,0
5,0
6,0
5,0
19,1
12,0
6,0
23,2
5,0
11,0
12,0
11,0
4,0
10,0
10,0
5,0
10,0
7,0
5,0
4,0
4,0
9,0
12,0
4,0
5,0
4,0
4,0
9,0
12,0
4,0
5,0
6,0
10,0
12,0
5,0
5,0
5,0
4,0
11,0
12,0
5,0
4,0
5,0
4,0
7,0
16,1
13,0
8,0
78,0
5,0
6,0
7,0
10,0
4,0
4,0
4,0
5,0
9,0
11,0
12,0
5,0
5,0
4,0
4,0
4,0
4,0
5,0
5,0
10,0
12,0
4,0
4,0
5,0
4,0
9,0
12,0
4,0
5,0
8,0
10,0
13,0
5,0
4,0
4,0
5,0
9,0
11,0
5,0
6,0
5,0
6,0
9,0
10,0
8,0
4,0
4,0
7,0
4,0
10,0
4,0
4,0
4,0
4,0
17,1
7,0
14,2
14,0
5,0
6,0
10,0
5,0
6,0
5,0
5,0
4,0
10,0
11,0
5,0
4,0
4,0
4,0
66,2
66,0
34,0
14,0
5,0
5,0
7,0
9,0
8,0
5,0
5,0
5,0
7,0
9,0
11,1
30,0
6,0
11,1
12,0
5,0
23,0
12,3
7,0
12,0
13,0
4,0
9,0
11,1
5,0
10,0
5,0
6,0
4,0
11,2
4,0
11,0
5,0
6,0
4,0
4,0
11,1
10,0
12,0
20,3
5,0
6,0
123,2
19,0
21,0
21,0
11,1
18,2
18,0
5,0
4,0
4,0
78,0
4,0
11,2
11,0
10,0
5,0
5,0
4,0
6,0
4,0
10,0
5,0
4,0
18,2
19,0
5,0
6,0
5,0
4,0
6,0
4,0
10,0
5,0
5,0
7,0
5,0
7,0
10,0
5,0
11,1
5,0
6,0
11,1
10,0
5,0
4,0
11,2
12,1
13,0
10,0
8,0
4,0
10,1
10,0
5,0
11,0
4,0
14,1
5,0
7,0
5,0
10,0
4,0
4,0
10,0
11,0
4,0
5,0
4,0
4,0
7,0
4,0
7,0
4,0
4,0
15,1
5,0
8,0
10,0
4,0
4,0
4,0
7,0
4,0
22,1
5,0
15,0
27,2
11,0
13,0
5,0
5,0
7,0
5,0
9,0
4,0
4,0
4,0
4,0
5,0
9,0
5,0
4,0
5,0
71,0
68,0
68,0
50,0
8,0
4,0
4,0
11,0
7,0
4,0
11,1
5,0
6,0
10,0
12,1
5,0
4,0
5,0
4,0
14,0
13,2
5,0
5,0
6,0
8,0
10,0
9,0
4,0
13,1
6,0
6,0
9,0
4,0
4,0
10,1
4,0
7,0
10,0
4,0
4,0
4,0
7,0
8,0
9,0
4,0
4,0
7,0
4,0
4,0
9,0
4,0
4,0
5,0
5,0
12,0
4,0
4,0
4,0
5,0
7,0
10,0
4,0
5,0
5,0
4,0
4,0
11,0
4,0
4,0
5,0
5,0
8,0
9,0
4,0
4,0
11,1
5,0
7,0
12,0
4,0
4,0
4,0
7,0
5,0
10,0
4,0
4,0
4,0
6,0
4,0
9,0
4,0
4,0
5,0
8,0
10,0
5,0
6,0
7,0
4,0
7,0
10,0
5,0
5,0
5,0
7,0
5,0
10,0
4,0
21,2
9,0
5,0
6,0
11,0
4,0
10,1
5,0
6,0
8,0
10,0
13,1
6,0
5,0
6,0
8,0
9,0
5,0
5,0
5,0
5,0
6,0
11,0
5,0
5,0
5,0
5,0
7,0
9,0
5,0
5,0
4,0
5,0
58,0
27,0
5,0
5,0
5,0
7,0
9,0
5,0
4,0
4,0
7,0
4,0
9,0
16,2
13,0
13,0
5,0
10,0
10,0
12,0
4,0
4,0
78,0
4,0
9,0
11,0
4,0
5,0
5,0
4,0
4,0
10,0
12,0
5,0
5,0
5,0
5,0
11,0
10,1
4,0
5,0
4,0
6,0
13,3
13,0
5,0
4,0
10,0
16,1
5,0
5,0
13,2
5,0
6,0
9,0
7,0
4,0
4,0
6,0
16,2
10,0
5,0
14,0
13,2
4,0
6,0
10,0
5,0
4,0
6,1
4,0
11,0
12,0
4,0
11,2
11,0
4,0
4,0
11,0
4,0
4,0
4,0
5,0
7,0
10,0
4,0
4,0
4,0
8,1
10,0
9,0
4,0
4,0
5,0
7,0
10,0
4,0
4,0
5,0
7,0
4,0
14,0
4,0
4,0
4,0
5,0
4,0
10,0
4,0
5,0
5,0
6,0
4,0
7,0
4,0
4,0
8,0
9,0
4,0
10,0
4,0
4,0
4,0
4,0
6,0
4,0
9,0
5,0
9,0
5,0
6,0
9,0
4,0
5,0
4,0
6,0
5,0
5,0
5,0
4,0
8,0
10,0
9,0
8,0
45,0
17,0
18,0
5,0
10,0
5,0
4,0
5,0
9,1
4,0
4,0
9,0
5,0
5,0
6,1
6,0
4,0
10,0
9,0
5,0
8,1
5,0
4,0
10,0
8,0
5,0
7,0
4,0
4,0
4,0
5,0
5,0
6,0
11,0
5,0
4,0
7,0
4,0
6,0
4,0
11,0
12,0
5,0
4,0
5,0
11,0
4,0
4,0
4,0
4,0
7,0
9,0
5,0
4,0
5,0
4,0
4,0
6,0
9,0
7,0
4,0
4,0
10,0
12,0
4,0
5,0
4,0
4,0
6,0
5,0
9,0
5,0
5,0
5,0
8,0
9,0
4,0
5,0
5,0
7,0
4,0
9,0
5,0
5,0
8,0
4,0
14,0
12,0
8,0
5,0
6,0
8,0
9,0
5,0
5,0
7,0
8,0
8,0
4,0
10,0
5,0
4,0
78,0
5,0
8,0
14,1
10,0
4,0
6,0
4,0
6,0
4,0
9,0
7,0
5,0
7,0
4,0
4,0
10,0
5,0
5,0
8,0
5,0
10,0
5,0
5,0
7,0
15,0
9,0
10,0
4,0
8,0
4,0
4,0
5,0
10,0
6,0
8,0
5,0
5,0
5,0
14,0
4,0
5,0
6,0
4,0
4,0
9,0
4,0
4,0
6,0
5,0
6,0
9,0
5,0
6,0
4,0
7,0
4,0
21,2
5,0
4,0
6,0
5,0
6,0
9,0
4,0
4,0
6,0
12,1
9,0
5,0
5,0
7,0
4,0
4,0
10,0
4,0
4,0
8,0
19,2
4,0
10,0
5,0
4,0
13,0
4,0
4,0
10,0
4,0
6,0
5,0
5,0
4,0
24,2
20,0
4,0
4,0
6,0
4,0
10,0
5,0
7,0
4,0
6,0
4,0
10,0
5,0
4,0
6,0
4,0
10,0
18,1
4,0
5,0
6,0
12,0
16,3
6,0
6,0
8,0
12,1
5,0
16,1
5,0
4,0
6,0
6,0
4,0
15,1
4,0
4,0
6,0
4,0
12,2
10,0
8,0
8,0
4,0
4,0
13,1
14,1
5,0
6,0
16,1
5,0
4,0
16,1
5,0
4,0
5,0
6,0
5,0
10,0
14,3
6,0
7,0
5,0
22,3
10,0
5,0
5,0
14,2
5,0
10,0
4,0
9,0
4,0
10,0
18,0
18,2
5,0
5,0
5,0
78,0
4,0
4,0
10,0
5,0
5,0
6,1
5,0
7,0
13,0
5,0
5,0
5,0
7,0
61,0
43,0
37,0
23,0
6,0
8,0
5,0
9,0
4,0
5,0
4,0
6,0
7,0
12,0
4,0
5,0
6,0
4,0
8,0
6,0
4,0
11,1
6,0
7,0
8,0
4,0
4,0
4,0
5,0
6,0
9,0
4,0
4,0
4,0
6,0
7,0
9,0
4,0
6,0
4,0
6,0
5,0
9,0
4,0
4,0
4,0
5,0
4,0
9,0
9,0
5,0
4,0
6,0
8,0
5,0
7,1
4,0
4,0
4,0
13,0
4,0
4,0
4,0
4,0
5,0
11,0
12,0
4,0
5,0
4,0
4,0
11,0
4,0
4,0
11,1
12,0
4,0
11,0
12,0
4,0
4,0
4,0
6,0
10,0
12,0
4,0
5,0
5,0
10,0
13,0
4,0
4,0
4,0
4,0
7,0
10,0
22,0
22,1
78,0
4,0
4,0
4,0
10,0
8,0
4,0
4,0
10,0
12,0
4,0
5,0
4,0
4,0
9,0
15,0
14,0
4,0
4,0
4,0
9,0
10,0
5,0
4,0
4,0
9,0
11,0
4,0
4,0
4,0
4,0
4,0
9,0
12,0
4,0
10,1
4,0
4,0
6,0
9,0
7,0
17,0
4,0
7,0
4,0
8,0
4,0
4,0
5,0
4,0
10,0
15,2
4,0
10,0
9,0
11,0
11,0
4,0
4,0
78,0
4,0
4,0
9,0
11,0
4,0
4,0
13,1
10,0
11,0
4,0
4,0
6,0
4,0
6,0
4,0
9,0
5,0
4,0
4,0
7,0
4,0
14,0
4,0
4,0
6,0
6,0
4,0
10,0
4,0
4,0
6,0
5,0
4,0
10,0
5,0
14,2
5,0
6,0
5,0
19,0
5,0
5,0
4,0
6,0
9,0
5,0
5,0
4,0
10,0
11,0
5,0
4,0
6,0
4,0
6,0
5,0
9,0
4,0
4,0
6,0
4,0
4,0
9,0
5,0
4,0
6,0
4,0
4,0
9,0
12,2
12,0
5,0
4,0
4,0
5,0
6,0
4,0
4,0
7,0
9,0
4,0
5,0
5,0
5,0
6,0
10,0
4,0
3,0
5,0
10,1
11,0
10,0
4,0
4,0
4,0
4,0
6,0
16,2
5,0
5,0
8,1
9,0
5,0
10,0
10,1
4,0
14,2
14,0
12,0
12,0
4,0
19,2
4,0
5,0
4,0
9,0
4,0
4,0
4,0
4,0
15,1
4,0
13,2
4,0
6,1
11,2
77,0
60,0
39,0
13,0
4,0
11,2
18,1
4,0
5,0
5,0
4,0
5,0
15,1
17,0
6,0
5,0
4,0
5,0
3,0
5,0
4,0
4,0
4,0
10,0
13,1
5,0
4,0
4,0
4,0
15,2
16,0
4,0
5,0
5,0
9,1
9,0
11,0
5,0
5,0
5,0
10,0
11,0
5,0
5,0
19,2
7,0
10,0
8,0
4,0
4,0
11,2
4,0
9,0
5,0
5,0
4,0
4,0
4,0
10,0
12,0
4,0
4,0
6,0
4,0
10,0
5,0
16,3
16,0
4,0
5,0
10,0
5,0
5,0
7,0
4,0
4,0
11,0
5,0
4,0
6,0
5,0
10,0
13,1
4,0
5,0
12,1
5,0
10,0
9,0
9,0
5,0
7,0
5,0
10,0
4,0
6,0
4,0
6,0
4,0
9,0
4,0
5,0
5,0
7,0
4,0
9,0
7,0
5,0
7,0
4,0
5,0
14,0
5,0
5,0
5,0
8,0
4,0
4,0
14,0
5,0
5,0
4,0
6,0
9,0
4,0
4,0
5,0
7,0
9,0
4,0
5,0
4,0
5,0
7,0
10,0
5,0
14,1
4,0
4,0
6,0
5,0
44,0
16,0
7,0
7,0
5,0
11,0
5,0
4,0
4,0
6,0
5,0
5,0
11,0
5,0
6,0
4,0
5,0
4,0
9,0
9,0
10,0
12,0
4,0
4,0
10,0
6,0
5,0
8,0
10,0
4,0
4,0
4,0
7,0
5,0
11,0
5,0
7,0
4,0
6,0
4,0
9,0
9,0
4,0
4,0
6,0
5,0
4,0
10,0
5,0
7,0
4,0
4,0
4,0
9,0
5,0
12,1
4,0
4,0
5,0
9,0
12,0
14,0
4,0
4,0
4,0
16,1
17,0
6,0
5,0
79,0
5,0
4,0
4,0
7,0
4,0
4,0
4,0
